timestamp,spo2,pulse_rate
1780701456000,95.5,55
1780701460000,95.5,56
1780701464000,95.7,55
1780701468000,95.6,55
1780701472000,95.4,54
1780701476000,95.8,55
1780701480000,95.7,56
1780701484000,95.5,56
1780701488000,95.4,55
1780701492000,95.2,55
1780701496000,95.4,56
1780701500000,95.5,55
1780701504000,95.8,54
1780701508000,95.7,55
1780701512000,95.2,56
1780701516000,95.8,54
1780701520000,95.7,55
1780701524000,95.4,55
1780701528000,95.3,56
1780701532000,95.3,55
1780701536000,95.7,55
1780701540000,95.9,55
1780701544000,95.8,54
1780701548000,95.6,56
1780701552000,95.7,55
1780701556000,95.7,56
1780701560000,95.7,55
1780701564000,95.9,54
1780701568000,95.3,54
1780701572000,95.6,54
1780701576000,95.4,55
1780701580000,95.7,55
1780701584000,95.5,54
1780701588000,95.8,55
1780701592000,95.8,56
1780701596000,95.8,54
1780701600000,95.4,54
1780701604000,95.6,55
1780701608000,95.6,55
1780701612000,95.9,54
1780701616000,95.4,54
1780701620000,95.8,55
1780701624000,95.7,55
1780701628000,95.6,55
1780701632000,95.9,54
1780701636000,95.4,54
1780701640000,95.7,54
1780701644000,95.6,55
1780701648000,95.9,54
1780701652000,95.7,54
1780701656000,95.5,55
1780701660000,95.7,55
1780701664000,95.5,54
1780701668000,95.6,55
1780701672000,95.6,54
1780701676000,95.7,55
1780701680000,95.5,54
1780701684000,96.0,56
1780701688000,95.9,55
1780701692000,96.1,54
1780701696000,95.7,55
1780701700000,95.7,54
1780701704000,95.6,55
1780701708000,95.8,54
1780701712000,95.6,55
1780701716000,95.8,55
1780701720000,96.0,54
1780701724000,95.9,55
1780701728000,95.9,54
1780701732000,96.0,55
1780701736000,95.6,56
1780701740000,96.1,54
1780701744000,95.9,54
1780701748000,96.2,54
1780701752000,96.1,55
1780701756000,95.8,55
1780701760000,96.1,54
1780701764000,95.6,54
1780701768000,95.7,56
1780701772000,96.0,54
1780701776000,95.8,54
1780701780000,95.7,54
1780701784000,95.8,55
1780701788000,96.0,54
1780701792000,95.8,55
1780701796000,96.2,54
1780701800000,95.7,54
1780701804000,96.2,55
1780701808000,96.0,55
1780701812000,95.8,55
1780701816000,95.9,56
1780701820000,96.3,55
1780701824000,95.9,54
1780701828000,95.9,54
1780701832000,96.3,54
1780701836000,96.3,54
1780701840000,96.0,54
1780701844000,96.3,55
1780701848000,96.1,54
1780701852000,96.3,55
1780701856000,95.8,55
1780701860000,96.3,55
1780701864000,96.3,54
1780701868000,95.8,55
1780701872000,96.1,54
1780701876000,96.1,54
1780701880000,96.3,54
1780701884000,96.2,55
1780701888000,96.2,54
1780701892000,96.2,54
1780701896000,96.2,55
1780701900000,96.1,54
1780701904000,95.9,55
1780701908000,95.9,54
1780701912000,96.3,54
1780701916000,96.1,53
1780701920000,96.2,54
1780701924000,96.1,54
1780701928000,96.0,54
1780701932000,95.9,55
1780701936000,96.2,55
1780701940000,95.9,54
1780701944000,96.4,54
1780701948000,96.2,55
1780701952000,96.2,55
1780701956000,96.3,54
1780701960000,96.1,54
1780701964000,96.2,54
1780701968000,96.2,55
1780701972000,96.3,54
1780701976000,96.2,54
1780701980000,96.5,54
1780701984000,95.9,54
1780701988000,96.4,55
1780701992000,96.2,53
1780701996000,96.4,53
1780702000000,96.0,55
1780702004000,96.4,53
1780702008000,96.1,54
1780702012000,96.0,54
1780702016000,96.0,54
1780702020000,96.2,54
1780702024000,96.6,54
1780702028000,96.2,55
1780702032000,96.3,53
1780702036000,96.3,54
1780702040000,96.3,53
1780702044000,96.2,55
1780702048000,96.4,55
1780702052000,96.6,54
1780702056000,96.6,54
1780702060000,96.6,54
1780702064000,96.5,54
1780702068000,96.1,55
1780702072000,96.5,53
1780702076000,96.6,55
1780702080000,96.5,54
1780702084000,96.6,54
1780702088000,96.3,55
1780702092000,96.4,54
1780702096000,96.6,55
1780702100000,96.1,54
1780702104000,96.1,55
1780702108000,96.3,55
1780702112000,96.6,55
1780702116000,96.5,54
1780702120000,96.2,55
1780702124000,96.5,53
1780702128000,96.5,55
1780702132000,96.2,55
1780702136000,96.7,54
1780702140000,96.2,54
1780702144000,96.7,55
1780702148000,96.3,53
1780702152000,96.6,54
1780702156000,96.2,55
1780702160000,96.2,54
1780702164000,96.3,53
1780702168000,96.5,54
1780702172000,96.4,54
1780702176000,96.3,53
1780702180000,96.4,54
1780702184000,96.2,53
1780702188000,96.7,54
1780702192000,96.5,54
1780702196000,96.5,54
1780702200000,96.7,55
1780702204000,96.7,54
1780702208000,96.4,55
1780702212000,96.5,53
1780702216000,96.7,55
1780702220000,96.3,54
1780702224000,96.3,55
1780702228000,96.4,54
1780702232000,96.3,54
1780702236000,96.8,54
1780702240000,96.7,54
1780702244000,96.7,54
1780702248000,96.4,55
1780702252000,96.8,54
1780702256000,96.5,53
1780702260000,96.3,54
1780702264000,96.6,54
1780702268000,96.8,54
1780702272000,96.6,55
1780702276000,96.6,53
1780702280000,96.4,55
1780702284000,96.8,53
1780702288000,96.9,54
1780702292000,96.7,55
1780702296000,96.6,55
1780702300000,96.4,55
1780702304000,96.6,54
1780702308000,96.9,55
1780702312000,96.8,54
1780702316000,97.0,54
1780702320000,96.9,54
1780702324000,96.8,53
1780702328000,96.5,54
1780702332000,96.8,53
1780702336000,96.6,53
1780702340000,96.6,55
1780702344000,96.9,55
1780702348000,96.9,53
1780702352000,96.9,55
1780702356000,96.7,54
1780702360000,96.9,55
1780702364000,96.9,55
1780702368000,96.7,54
1780702372000,96.8,54
1780702376000,96.6,55
1780702380000,97.0,54
1780702384000,96.5,55
1780702388000,96.9,53
1780702392000,96.5,53
1780702396000,97.0,54
1780702400000,96.5,54
1780702404000,96.5,55
1780702408000,96.6,55
1780702412000,97.1,53
1780702416000,97.0,53
1780702420000,96.5,54
1780702424000,97.1,54
1780702428000,96.9,55
1780702432000,96.8,54
1780702436000,96.8,54
1780702440000,97.1,54
1780702444000,96.7,53
1780702448000,96.5,54
1780702452000,97.0,53
1780702456000,96.7,54
1780702460000,96.8,53
1780702464000,96.8,54
1780702468000,97.2,53
1780702472000,97.0,54
1780702476000,96.6,53
1780702480000,97.1,55
1780702484000,96.9,53
1780702488000,96.8,55
1780702492000,96.8,54
1780702496000,97.0,53
1780702500000,96.8,53
1780702504000,96.8,54
1780702508000,97.0,55
1780702512000,96.8,54
1780702516000,96.6,54
1780702520000,97.0,54
1780702524000,97.1,55
1780702528000,96.8,54
1780702532000,96.8,55
1780702536000,97.1,55
1780702540000,96.6,53
1780702544000,97.2,55
1780702548000,96.8,55
1780702552000,96.8,54
1780702556000,97.1,54
1780702560000,97.2,53
1780702564000,97.1,54
1780702568000,97.2,53
1780702572000,97.1,53
1780702576000,97.0,54
1780702580000,97.2,54
1780702584000,96.7,54
1780702588000,96.9,53
1780702592000,97.1,53
1780702596000,97.1,53
1780702600000,97.0,54
1780702604000,97.0,54
1780702608000,97.1,54
1780702612000,97.2,54
1780702616000,97.1,54
1780702620000,97.1,54
1780702624000,96.9,54
1780702628000,97.3,55
1780702632000,97.0,54
1780702636000,96.8,54
1780702640000,96.8,54
1780702644000,96.9,54
1780702648000,96.9,53
1780702652000,97.1,53
1780702656000,96.9,54
1780702660000,96.9,54
1780702664000,96.9,54
1780702668000,97.1,54
1780702672000,97.1,54
1780702676000,96.8,54
1780702680000,97.0,55
1780702684000,97.1,55
1780702688000,97.3,54
1780702692000,97.1,54
1780702696000,97.1,54
1780702700000,96.8,55
1780702704000,97.3,55
1780702708000,97.1,54
1780702712000,97.0,55
1780702716000,97.1,55
1780702720000,97.2,54
1780702724000,96.9,54
1780702728000,97.3,54
1780702732000,97.4,53
1780702736000,97.0,54
1780702740000,96.8,54
1780702744000,96.9,53
1780702748000,96.9,54
1780702752000,97.0,55
1780702756000,96.8,53
1780702760000,97.0,55
1780702764000,96.9,54
1780702768000,96.8,54
1780702772000,97.4,54
1780702776000,97.0,55
1780702780000,97.3,54
1780702784000,96.9,55
1780702788000,96.9,53
1780702792000,96.9,55
1780702796000,97.3,55
1780702800000,97.0,55
1780702804000,97.2,54
1780702808000,97.3,53
1780702812000,96.9,55
1780702816000,97.3,54
1780702820000,97.0,54
1780702824000,97.1,54
1780702828000,97.4,55
1780702832000,96.9,55
1780702836000,97.0,55
1780702840000,97.1,53
1780702844000,97.2,55
1780702848000,96.9,54
1780702852000,97.2,54
1780702856000,97.2,54
1780702860000,97.4,54
1780702864000,97.0,55
1780702868000,97.0,54
1780702872000,97.3,55
1780702876000,97.2,55
1780702880000,97.3,54
1780702884000,97.0,53
1780702888000,97.4,55
1780702892000,97.2,55
1780702896000,97.2,55
1780702900000,96.9,54
1780702904000,97.4,54
1780702908000,97.4,54
1780702912000,97.2,54
1780702916000,97.4,54
1780702920000,97.1,55
1780702924000,97.1,55
1780702928000,97.2,54
1780702932000,97.2,55
1780702936000,97.2,54
1780702940000,97.0,53
1780702944000,97.0,54
1780702948000,97.3,55
1780702952000,97.4,54
1780702956000,97.2,54
1780702960000,97.3,54
1780702964000,96.9,55
1780702968000,96.9,54
1780702972000,97.2,54
1780702976000,97.0,54
1780702980000,97.0,55
1780702984000,97.4,55
1780702988000,97.2,54
1780702992000,96.9,54
1780702996000,97.1,55
1780703000000,97.0,54
1780703004000,97.4,54
1780703008000,97.2,54
1780703012000,97.1,54
1780703016000,97.1,55
1780703020000,97.3,55
1780703024000,96.9,53
1780703028000,97.4,54
1780703032000,97.2,54
1780703036000,97.4,54
1780703040000,96.9,54
1780703044000,97.3,54
1780703048000,97.2,55
1780703052000,97.3,54
1780703056000,96.9,54
1780703060000,97.5,54
1780703064000,97.3,55
1780703068000,97.5,54
1780703072000,97.1,55
1780703076000,97.2,55
1780703080000,97.1,55
1780703084000,97.4,54
1780703088000,97.3,55
1780703092000,97.4,55
1780703096000,97.1,54
1780703100000,97.5,54
1780703104000,96.9,54
1780703108000,97.2,54
1780703112000,97.4,55
1780703116000,97.5,54
1780703120000,97.2,54
1780703124000,97.3,54
1780703128000,97.0,54
1780703132000,97.1,54
1780703136000,97.4,55
1780703140000,97.2,54
1780703144000,97.1,54
1780703148000,97.2,54
1780703152000,97.3,54
1780703156000,97.1,55
1780703160000,97.3,54
1780703164000,97.3,55
1780703168000,97.1,55
1780703172000,97.0,54
1780703176000,97.4,55
1780703180000,97.3,54
1780703184000,97.1,55
1780703188000,97.2,54
1780703192000,97.5,54
1780703196000,97.3,55
1780703200000,97.2,54
1780703204000,97.5,54
1780703208000,97.3,54
1780703212000,97.4,55
1780703216000,97.4,54
1780703220000,96.9,54
1780703224000,96.9,55
1780703228000,97.3,54
1780703232000,97.3,54
1780703236000,97.0,55
1780703240000,97.2,55
1780703244000,97.2,54
1780703248000,96.9,55
1780703252000,97.2,55
1780703256000,97.0,54
1780703260000,97.0,54
1780703264000,97.3,56
1780703268000,97.4,56
1780703272000,97.1,54
1780703276000,97.3,56
1780703280000,97.2,55
1780703284000,97.3,55
1780703288000,97.0,56
1780703292000,97.2,54
1780703296000,97.2,54
1780703300000,97.0,55
1780703304000,97.4,55
1780703308000,97.4,55
1780703312000,97.3,55
1780703316000,97.2,55
1780703320000,97.2,54
1780703324000,97.4,55
1780703328000,97.4,56
1780703332000,97.4,55
1780703336000,97.0,56
1780703340000,97.4,55
1780703344000,97.3,54
1780703348000,96.9,55
1780703352000,97.3,56
1780703356000,97.3,56
1780703360000,97.2,55
1780703364000,96.9,54
1780703368000,97.2,54
1780703372000,97.4,54
1780703376000,96.9,56
1780703380000,97.2,55
1780703384000,97.2,54
1780703388000,97.4,55
1780703392000,97.1,56
1780703396000,97.3,55
1780703400000,97.2,55
1780703404000,97.0,56
1780703408000,97.2,54
1780703412000,97.3,54
1780703416000,97.1,55
1780703420000,97.4,56
1780703424000,97.3,55
1780703428000,96.8,56
1780703432000,97.1,55
1780703436000,96.8,55
1780703440000,97.2,55
1780703444000,97.1,55
1780703448000,97.2,54
1780703452000,96.8,55
1780703456000,97.1,55
1780703460000,97.3,56
1780703464000,97.2,56
1780703468000,97.4,55
1780703472000,97.1,56
1780703476000,97.2,55
1780703480000,97.0,55
1780703484000,97.1,55
1780703488000,97.3,55
1780703492000,96.8,56
1780703496000,97.0,56
1780703500000,97.2,55
1780703504000,97.1,56
1780703508000,97.2,55
1780703512000,96.9,56
1780703516000,97.2,56
1780703520000,97.0,55
1780703524000,97.1,56
1780703528000,97.1,55
1780703532000,97.0,56
1780703536000,96.8,56
1780703540000,96.7,55
1780703544000,96.8,55
1780703548000,96.9,55
1780703552000,97.1,55
1780703556000,96.9,56
1780703560000,96.8,55
1780703564000,97.1,56
1780703568000,97.2,56
1780703572000,96.9,56
1780703576000,97.2,56
1780703580000,97.1,55
1780703584000,96.9,56
1780703588000,96.7,55
1780703592000,97.2,56
1780703596000,97.0,56
1780703600000,97.1,55
1780703604000,97.2,55
1780703608000,97.1,56
1780703612000,97.2,57
1780703616000,96.8,57
1780703620000,96.7,56
1780703624000,97.2,56
1780703628000,97.0,57
1780703632000,97.1,55
1780703636000,97.0,56
1780703640000,96.8,55
1780703644000,96.6,55
1780703648000,96.6,57
1780703652000,97.2,56
1780703656000,96.7,56
1780703660000,97.0,55
1780703664000,97.0,55
1780703668000,97.0,57
1780703672000,96.9,56
1780703676000,97.2,55
1780703680000,96.6,55
1780703684000,96.7,56
1780703688000,96.8,56
1780703692000,96.9,57
1780703696000,97.2,56
1780703700000,96.9,56
1780703704000,96.8,56
1780703708000,97.1,56
1780703712000,97.1,56
1780703716000,96.6,56
1780703720000,97.0,56
1780703724000,96.6,56
1780703728000,97.1,57
1780703732000,96.8,56
1780703736000,97.1,56
1780703740000,96.8,56
1780703744000,96.7,55
1780703748000,96.9,57
1780703752000,96.8,57
1780703756000,96.9,57
1780703760000,97.0,56
1780703764000,97.1,56
1780703768000,96.8,56
1780703772000,97.0,57
1780703776000,96.5,56
1780703780000,96.7,57
1780703784000,96.8,56
1780703788000,96.6,57
1780703792000,97.0,57
1780703796000,96.5,56
1780703800000,96.5,55
1780703804000,96.8,57
1780703808000,96.9,56
1780703812000,96.7,56
1780703816000,96.8,56
1780703820000,96.6,56
1780703824000,96.5,57
1780703828000,96.5,57
1780703832000,96.5,56
1780703836000,96.6,56
1780703840000,96.8,56
1780703844000,96.8,56
1780703848000,96.8,56
1780703852000,96.5,56
1780703856000,96.4,57
1780703860000,96.5,56
1780703864000,96.4,56
1780703868000,96.8,56
1780703872000,96.6,56
1780703876000,96.7,57
1780703880000,96.4,56
1780703884000,96.9,56
1780703888000,96.8,58
1780703892000,96.7,56
1780703896000,96.9,56
1780703900000,96.7,57
1780703904000,96.5,56
1780703908000,96.7,56
1780703912000,96.6,56
1780703916000,96.6,57
1780703920000,96.8,56
1780703924000,96.6,56
1780703928000,96.7,57
1780703932000,96.8,56
1780703936000,96.4,57
1780703940000,96.8,58
1780703944000,96.6,57
1780703948000,96.8,57
1780703952000,96.7,56
1780703956000,96.6,56
1780703960000,96.7,56
1780703964000,96.8,57
1780703968000,96.3,57
1780703972000,96.8,56
1780703976000,96.3,57
1780703980000,96.2,57
1780703984000,96.4,56
1780703988000,96.6,56
1780703992000,96.3,57
1780703996000,96.6,57
1780704000000,96.6,56
1780704004000,96.3,57
1780704008000,96.7,57
1780704012000,96.6,56
1780704016000,96.6,57
1780704020000,96.7,58
1780704024000,96.3,57
1780704028000,96.3,58
1780704032000,96.6,56
1780704036000,96.5,57
1780704040000,96.6,57
1780704044000,96.2,57
1780704048000,96.3,57
1780704052000,96.4,57
1780704056000,96.3,58
1780704060000,96.6,57
1780704064000,96.6,57
1780704068000,96.5,57
1780704072000,96.7,56
1780704076000,96.5,57
1780704080000,96.6,56
1780704084000,96.2,57
1780704088000,96.5,57
1780704092000,96.2,57
1780704096000,96.5,58
1780704100000,96.4,57
1780704104000,96.6,56
1780704108000,96.1,58
1780704112000,96.6,58
1780704116000,96.4,56
1780704120000,96.5,57
1780704124000,96.6,58
1780704128000,96.3,57
1780704132000,96.2,58
1780704136000,96.3,57
1780704140000,96.1,57
1780704144000,96.2,56
1780704148000,96.4,58
1780704152000,96.4,58
1780704156000,96.1,58
1780704160000,96.4,57
1780704164000,96.1,58
1780704168000,96.5,58
1780704172000,96.2,57
1780704176000,96.2,57
1780704180000,96.3,57
1780704184000,96.4,58
1780704188000,96.1,57
1780704192000,96.2,58
1780704196000,96.1,58
1780704200000,96.0,57
1780704204000,96.0,57
1780704208000,96.3,58
1780704212000,96.0,58
1780704216000,96.4,58
1780704220000,96.4,58
1780704224000,96.1,58
1780704228000,96.4,58
1780704232000,96.1,57
1780704236000,95.9,57
1780704240000,96.0,57
1780704244000,96.2,58
1780704248000,96.4,58
1780704252000,96.0,57
1780704256000,96.3,58
1780704260000,95.8,58
1780704264000,95.9,58
1780704268000,96.2,57
1780704272000,95.8,57
1780704276000,95.8,57
1780704280000,96.0,57
1780704284000,96.3,58
1780704288000,96.1,57
1780704292000,96.0,58
1780704296000,96.2,58
1780704300000,95.8,58
1780704304000,96.3,57
1780704308000,96.2,58
1780704312000,95.8,59
1780704316000,96.2,57
1780704320000,95.8,58
1780704324000,96.2,58
1780704328000,96.2,57
1780704332000,95.8,59
1780704336000,96.3,57
1780704340000,96.2,59
1780704344000,95.8,58
1780704348000,95.9,58
1780704352000,96.0,58
1780704356000,95.8,57
1780704360000,96.3,57
1780704364000,95.8,59
1780704368000,96.0,59
1780704372000,95.9,58
1780704376000,95.7,57
1780704380000,95.6,58
1780704384000,96.2,59
1780704388000,95.6,58
1780704392000,96.2,57
1780704396000,95.8,58
1780704400000,95.7,57
1780704404000,96.1,58
1780704408000,95.7,58
1780704412000,95.9,59
1780704416000,95.8,59
1780704420000,95.9,59
1780704424000,96.0,59
1780704428000,95.7,58
1780704432000,96.0,59
1780704436000,96.1,58
1780704440000,96.1,59
1780704444000,95.9,57
1780704448000,95.8,58
1780704452000,95.8,58
1780704456000,95.9,58
1780704460000,95.8,59
1780704464000,95.8,58
1780704468000,95.7,58
1780704472000,96.0,59
1780704476000,95.6,59
1780704480000,95.9,58
1780704484000,95.9,58
1780704488000,96.0,58
1780704492000,95.7,59
1780704496000,95.6,58
1780704500000,95.9,59
1780704504000,95.9,58
1780704508000,95.5,58
1780704512000,95.9,59
1780704516000,95.4,59
1780704520000,95.5,58
1780704524000,95.7,59
1780704528000,95.8,58
1780704532000,96.0,58
1780704536000,95.8,59
1780704540000,95.9,59
1780704544000,95.5,59
1780704548000,95.6,59
1780704552000,95.6,59
1780704556000,95.8,59
1780704560000,95.6,59
1780704564000,95.8,59
1780704568000,95.6,58
1780704572000,95.9,58
1780704576000,95.9,58
1780704580000,95.8,59
1780704584000,95.6,59
1780704588000,95.6,58
1780704592000,95.5,58
1780704596000,95.9,58
1780704600000,95.6,58
1780704604000,95.7,60
1780704608000,95.6,58
1780704612000,95.7,59
1780704616000,95.7,60
1780704620000,95.5,60
1780704624000,95.4,58
1780704628000,95.6,59
1780704632000,95.7,58
1780704636000,95.7,58
1780704640000,95.6,58
1780704644000,95.8,60
1780704648000,95.5,60
1780704652000,95.4,59
1780704656000,95.7,59
1780704660000,95.5,58
1780704664000,95.4,58
1780704668000,95.5,59
1780704672000,95.7,60
1780704676000,95.7,60
1780704680000,95.8,60
1780704684000,95.5,58
1780704688000,95.3,59
1780704692000,95.3,59
1780704696000,95.7,60
1780704700000,95.2,60
1780704704000,95.5,59
1780704708000,95.4,60
1780704712000,95.4,59
1780704716000,95.7,59
1780704720000,95.3,60
1780704724000,95.2,59
1780704728000,95.5,59
1780704732000,95.5,59
1780704736000,95.6,60
1780704740000,95.5,59
1780704744000,95.6,59
1780704748000,95.2,60
1780704752000,95.6,60
1780704756000,95.3,59
1780704760000,95.1,60
1780704764000,95.5,59
1780704768000,95.2,59
1780704772000,95.1,59
1780704776000,95.6,60
1780704780000,95.2,60
1780704784000,95.6,60
1780704788000,95.4,60
1780704792000,95.6,58
1780704796000,95.6,60
1780704800000,95.6,59
1780704804000,95.2,59
1780704808000,95.2,60
1780704812000,95.5,60
1780704816000,95.1,59
1780704820000,95.5,59
1780704824000,95.5,59
1780704828000,95.4,61
1780704832000,95.2,60
1780704836000,95.1,60
1780704840000,95.3,60
1780704844000,95.6,60
1780704848000,95.5,60
1780704852000,95.0,59
1780704856000,95.2,59
1780704860000,95.0,60
1780704864000,95.4,59
1780704868000,95.0,59
1780704872000,95.5,60
1780704876000,95.1,59
1780704880000,95.1,61
1780704884000,95.0,60
1780704888000,95.0,59
1780704892000,95.3,60
1780704896000,95.4,60
1780704900000,95.3,59
1780704904000,95.2,59
1780704908000,95.0,61
1780704912000,95.3,60
1780704916000,95.4,60
1780704920000,95.0,60
1780704924000,95.2,60
1780704928000,95.3,59
1780704932000,95.0,59
1780704936000,95.2,60
1780704940000,95.3,60
1780704944000,95.2,61
1780704948000,95.0,59
1780704952000,95.3,60
1780704956000,95.4,60
1780704960000,95.1,60
1780704964000,95.4,61
1780704968000,95.3,60
1780704972000,95.2,60
1780704976000,95.3,60
1780704980000,94.9,61
1780704984000,95.0,60
1780704988000,95.1,61
1780704992000,95.2,61
1780704996000,95.2,60
1780705000000,95.2,61
1780705004000,95.2,60
1780705008000,95.2,60
1780705012000,95.3,61
1780705016000,95.1,59
1780705020000,94.9,60
1780705024000,94.9,59
1780705028000,95.2,61
1780705032000,95.1,61
1780705036000,95.0,59
1780705040000,95.3,61
1780705044000,95.4,59
1780705048000,95.0,59
1780705052000,95.2,60
1780705056000,95.2,61
1780705060000,94.8,61
1780705064000,95.1,60
1780705068000,94.9,60
1780705072000,94.9,60
1780705076000,94.8,61
1780705080000,94.8,61
1780705084000,95.3,61
1780705088000,95.0,61
1780705092000,95.2,61
1780705096000,94.9,61
1780705100000,94.9,61
1780705104000,95.3,61
1780705108000,95.1,60
1780705112000,95.2,61
1780705116000,94.9,59
1780705120000,94.9,60
1780705124000,94.9,61
1780705128000,94.9,61
1780705132000,95.1,61
1780705136000,95.0,61
1780705140000,94.8,60
1780705144000,95.2,61
1780705148000,94.8,61
1780705152000,95.2,61
1780705156000,94.7,61
1780705160000,94.7,61
1780705164000,95.0,61
1780705168000,94.7,60
1780705172000,95.1,60
1780705176000,94.8,61
1780705180000,94.8,61
1780705184000,94.7,60
1780705188000,94.8,60
1780705192000,94.7,61
1780705196000,94.8,61
1780705200000,95.0,61
1780705204000,94.8,60
1780705208000,94.9,60
1780705212000,95.0,60
1780705216000,95.0,60
1780705220000,94.8,60
1780705224000,95.1,61
1780705228000,95.0,62
1780705232000,95.2,60
1780705236000,94.9,60
1780705240000,94.8,61
1780705244000,94.6,60
1780705248000,95.0,61
1780705252000,94.8,61
1780705256000,94.8,61
1780705260000,94.6,62
1780705264000,95.0,61
1780705268000,94.8,61
1780705272000,94.8,61
1780705276000,95.0,61
1780705280000,95.1,61
1780705284000,94.9,62
1780705288000,94.7,61
1780705292000,95.0,61
1780705296000,94.6,60
1780705300000,94.7,61
1780705304000,95.1,60
1780705308000,95.2,61
1780705312000,95.1,62
1780705316000,94.6,61
1780705320000,95.0,61
1780705324000,95.1,62
1780705328000,94.6,62
1780705332000,94.9,61
1780705336000,95.1,62
1780705340000,94.8,62
1780705344000,94.6,62
1780705348000,95.0,61
1780705352000,95.0,61
1780705356000,95.0,60
1780705360000,94.8,60
1780705364000,94.8,61
1780705368000,94.9,61
1780705372000,94.7,61
1780705376000,94.8,61
1780705380000,94.7,61
1780705384000,94.8,61
1780705388000,95.0,61
1780705392000,95.1,60
1780705396000,94.9,61
1780705400000,94.8,61
1780705404000,95.1,61
1780705408000,94.7,61
1780705412000,94.7,61
1780705416000,95.1,61
1780705420000,95.1,61
1780705424000,95.1,61
1780705428000,94.7,61
1780705432000,94.6,61
1780705436000,94.6,62
1780705440000,94.8,62
1780705444000,95.0,62
1780705448000,94.8,61
1780705452000,95.0,61
1780705456000,94.8,61
1780705460000,94.6,62
1780705464000,94.7,61
1780705468000,94.6,61
1780705472000,94.9,61
1780705476000,95.0,62
1780705480000,94.7,62
1780705484000,94.9,61
1780705488000,94.7,61
1780705492000,94.7,62
1780705496000,94.7,62
1780705500000,95.0,62
1780705504000,94.8,62
1780705508000,94.8,62
1780705512000,94.8,62
1780705516000,95.0,62
1780705520000,95.0,62
1780705524000,94.9,62
1780705528000,94.7,62
1780705532000,94.8,61
1780705536000,94.6,61
1780705540000,95.1,62
1780705544000,94.9,62
1780705548000,95.0,61
1780705552000,94.6,62
1780705556000,94.8,62
1780705560000,94.7,62
1780705564000,94.9,61
1780705568000,95.1,61
1780705572000,94.6,61
1780705576000,94.9,61
1780705580000,94.5,61
1780705584000,94.9,61
1780705588000,94.9,62
1780705592000,94.8,61
1780705596000,95.0,61
1780705600000,94.8,62
1780705604000,94.9,61
1780705608000,95.0,62
1780705612000,94.8,61
1780705616000,94.9,62
1780705620000,94.7,61
1780705624000,95.1,62
1780705628000,94.6,62
1780705632000,94.6,62
1780705636000,94.7,62
1780705640000,94.6,61
1780705644000,94.6,61
1780705648000,94.5,63
1780705652000,94.8,61
1780705656000,94.6,63
1780705660000,94.7,63
1780705664000,94.6,62
1780705668000,94.8,62
1780705672000,94.9,61
1780705676000,94.8,61
1780705680000,94.8,62
1780705684000,94.9,62
1780705688000,95.0,61
1780705692000,94.9,61
1780705696000,95.1,62
1780705700000,94.7,61
1780705704000,94.7,61
1780705708000,94.8,62
1780705712000,94.7,62
1780705716000,94.6,62
1780705720000,94.7,63
1780705724000,94.6,61
1780705728000,94.6,62
1780705732000,94.8,62
1780705736000,95.0,62
1780705740000,94.8,61
1780705744000,94.6,61
1780705748000,94.9,62
1780705752000,95.0,62
1780705756000,94.6,62
1780705760000,95.1,61
1780705764000,94.9,62
1780705768000,95.0,62
1780705772000,94.6,62
1780705776000,95.0,62
1780705780000,94.9,61
1780705784000,95.0,61
1780705788000,94.6,62
1780705792000,94.9,62
1780705796000,94.7,63
1780705800000,94.7,62
1780705804000,95.1,61
1780705808000,94.7,61
1780705812000,94.8,62
1780705816000,94.6,62
1780705820000,94.7,62
1780705824000,95.1,63
1780705828000,95.0,61
1780705832000,94.9,62
1780705836000,95.1,61
1780705840000,94.7,63
1780705844000,94.8,61
1780705848000,94.7,62
1780705852000,95.0,63
1780705856000,94.9,62
1780705860000,95.1,61
1780705864000,95.0,62
1780705868000,94.8,62
1780705872000,95.0,62
1780705876000,94.8,63
1780705880000,94.9,62
1780705884000,95.1,62
1780705888000,95.0,63
1780705892000,94.9,63
1780705896000,94.9,61
1780705900000,94.6,61
1780705904000,94.9,62
1780705908000,94.7,63
1780705912000,94.7,63
1780705916000,95.2,61
1780705920000,95.0,62
1780705924000,95.1,62
1780705928000,94.7,62
1780705932000,94.8,62
1780705936000,95.0,62
1780705940000,95.2,62
1780705944000,94.8,62
1780705948000,95.2,63
1780705952000,94.7,63
1780705956000,94.8,61
1780705960000,94.7,62
1780705964000,95.0,62
1780705968000,95.2,61
1780705972000,94.9,61
1780705976000,94.8,62
1780705980000,95.2,63
1780705984000,95.1,63
1780705988000,95.0,63
1780705992000,95.2,62
1780705996000,94.9,62
1780706000000,94.7,61
1780706004000,94.9,62
1780706008000,94.8,62
1780706012000,94.9,62
1780706016000,94.8,62
1780706020000,94.7,63
1780706024000,95.1,63
1780706028000,94.8,61
1780706032000,95.2,61
1780706036000,94.8,62
1780706040000,94.9,61
1780706044000,95.0,61
1780706048000,95.3,62
1780706052000,95.2,62
1780706056000,95.2,62
1780706060000,95.2,63
1780706064000,95.2,62
1780706068000,94.8,63
1780706072000,95.2,63
1780706076000,94.8,61
1780706080000,95.1,62
1780706084000,95.1,62
1780706088000,95.1,61
1780706092000,95.2,63
1780706096000,94.9,61
1780706100000,94.9,61
1780706104000,95.2,61
1780706108000,95.3,63
1780706112000,95.2,62
